id,v_type,k,v
3761259399,<type 'str'>,level,"0,1,2"
3761259399,<type 'str'>,name,Department of Social Welfare
3761259399,<type 'str'>,office,government
3761259400,<type 'str'>,level,"0,1,2,3,4"
3761259400,<type 'str'>,name,Office of the Lokayukta
3761259400,<type 'unicode'>,name:kn,ಲೋಕಾಯುಕ್ತ ಕಛೇರಿ
3761259400,<type 'str'>,office,government
3761260939,<type 'str'>,level,1
3761260939,<type 'str'>,name,i
3761260939,<type 'str'>,office,government
3761261084,<type 'str'>,amenity,post_office
3761261084,<type 'str'>,name,India Post
3761261084,<type 'unicode'>,name:kn,ಅಂಚೆ ಕಛೇರಿ
3761261085,<type 'str'>,amenity,bank
3761261085,<type 'str'>,atm,yes
3761261085,<type 'str'>,level,-1
3761261085,<type 'str'>,name,Syndicate Bank
3761263378,<type 'str'>,level,-1
3761263378,<type 'str'>,name,BMTC Advance Reservation Counter
3761263378,<type 'str'>,office,yes
3761264983,<type 'str'>,amenity,place_of_worship
3761264983,<type 'str'>,level,0
3761264983,<type 'str'>,name,Sri Ramanjaneyaswamy Temple
3761264983,<type 'unicode'>,name:kn,ಶ್ರೀ ರಾಮಾಂಜನೇಯಸ್ವಾಮಿ ದೇವಸ್ಥಾನ
3761264983,<type 'str'>,religion,hindu
3761265187,<type 'str'>,level,-1
3761265187,<type 'str'>,name,Karnataka Government Secretariat Employees Association
3761265187,<type 'str'>,office,yes
3761265943,<type 'str'>,amenity,bank
3761265943,<type 'str'>,name,State Bank of Mysore
3761265943,<type 'unicode'>,name:kn,ಸ್ಟೇಟ್ ಬ್ಯಾಂಕ್ ಆಫ್ ಮೈಸೂರು
3761273047,<type 'str'>,amenity,atm
3761273047,<type 'str'>,name,Vijaya Bank
3761373128,<type 'str'>,amenity,fast_food
3761373128,<type 'str'>,level,0
3761373128,<type 'str'>,name,Mac Fast Food
3761373129,<type 'str'>,addr:street,Old Airport Road
3761373129,<type 'str'>,amenity,fast_food
3761373129,<type 'str'>,level,0
3761373129,<type 'str'>,name,Faaso's
3761373131,<type 'str'>,amenity,fast_food
3761373131,<type 'str'>,level,0
3761373131,<type 'str'>,name,Anand
3761373132,<type 'str'>,addr:street,Old Airport Road
3761373132,<type 'str'>,amenity,restaurant
3761373132,<type 'str'>,level,0
3761373132,<type 'str'>,name,Cheeni Kum
3761373133,<type 'str'>,level,0
3761373133,<type 'str'>,name,Siri's Corner
3761373133,<type 'str'>,shop,dairy
3761382502,<type 'str'>,addr:street,Old Airport Road
3761382502,<type 'str'>,level,0
3761382502,<type 'str'>,name,Faber-Franke
3761382502,<type 'str'>,shop,hardware
3761384035,<type 'str'>,level,0
3761384035,<type 'str'>,name,Just Bake
3761384035,<type 'str'>,shop,bakery
3761384036,<type 'str'>,level,-1
3761384036,<type 'str'>,name,Fenesta Windows
3761384036,<type 'str'>,shop,hardware
3761385392,<type 'str'>,addr:street,Old Airport Road
3761385392,<type 'str'>,amenity,restaurant
3761385392,<type 'str'>,level,1
3761385392,<type 'str'>,name,Mast Kalandar
3761385393,<type 'str'>,amenity,fast_food
3761385393,<type 'str'>,level,0
3761385393,<type 'str'>,name,Chai Point
3761386469,<type 'str'>,addr:street,Old Airport Road
3761386469,<type 'str'>,level,0
3761386469,<type 'str'>,name,Reliance Mobile Store
3761386469,<type 'str'>,shop,mobile_phone
3761392714,<type 'str'>,amenity,bank
3761392714,<type 'str'>,level,1
3761392714,<type 'str'>,name,ICICI Direct
3761392714,<type 'str'>,note,"Note: Actually this is a stockbroker, but I cannot find the proper tag. Please help me tag this!"
3761395482,<type 'str'>,amenity,bank
3761395482,<type 'str'>,atm,yes
3761395482,<type 'str'>,level,0
3761395482,<type 'str'>,name,Dena Bank
3761402765,<type 'str'>,level,0
3761402765,<type 'str'>,name,Excide Batteries
3761402765,<type 'str'>,note,Help me tag this: This is a battery sale-cum-recharging shop. But I could not find a proper tag for it.
3761402765,<type 'str'>,shop,yes
3761406785,<type 'str'>,addr:street,Old Airport Road
3761406785,<type 'str'>,amenity,restaurant
3761406785,<type 'str'>,level,0
3761406785,<type 'str'>,name,Desi Bytes
3761415286,<type 'str'>,name,Maruti Suzuki
3761415286,<type 'str'>,shop,car
3761415287,<type 'str'>,amenity,atm
3761415287,<type 'str'>,name,HDFC Bank
3761418961,<type 'str'>,amenity,atm
3761418961,<type 'str'>,level,-1
3761418961,<type 'str'>,name,HDFC Bank
3761425968,<type 'str'>,level,0
3761425968,<type 'str'>,name,Go printers
3761425968,<type 'str'>,shop,Printer
3761426230,<type 'str'>,level,1
3761426230,<type 'str'>,name,Gangu Offset Printers
3761426230,<type 'str'>,shop,Printer
3761429336,<type 'str'>,amenity,restaurant
3761429336,<type 'str'>,level,0
3761429336,<type 'str'>,name,Golden Plate Restaurant
3761456052,<type 'str'>,amenity,cafe
3761456052,<type 'str'>,level,0
3761456052,<type 'str'>,name,Cafe Coffee Day
3761459658,<type 'str'>,amenity,bank
3761459658,<type 'str'>,atm,yes
3761459658,<type 'str'>,level,0
3761459658,<type 'str'>,name,HDFC Bank
3761461918,<type 'str'>,name,Nilgiri's
3761461918,<type 'str'>,shop,supermarket
3761463624,<type 'str'>,amenity,atm
3761463624,<type 'str'>,name,Kotak
3761463625,<type 'str'>,amenity,atm
3761463625,<type 'str'>,name,ICICI Bank
3761463626,<type 'str'>,amenity,cafe
3761463626,<type 'str'>,level,0
3761463626,<type 'str'>,name,Cafe Coffee Day
3761463626,<type 'unicode'>,name:kn,ಕಫೆ ಕಾಫಿ ಡೇ
3761463627,<type 'str'>,level,-1
3761463627,<type 'str'>,name,Khadi Kutir
3761463627,<type 'str'>,shop,clothes
3761466912,<type 'str'>,amenity,restaurant
3761466912,<type 'str'>,cuisine,Andhra
3761466912,<type 'str'>,name,Bhagini
3761466913,<type 'str'>,amenity,restaurant
3761466913,<type 'str'>,cuisine,Andhra
3761466913,<type 'str'>,level,0
3761466913,<type 'str'>,name,Samruddhi
3761477898,<type 'str'>,name,Naturals
3761477898,<type 'str'>,shop,beauty
3761477899,<type 'str'>,name,CrimsonLogic
3761477899,<type 'str'>,office,it
3761478583,<type 'str'>,name,Shapoorji Pallonji
3761478583,<type 'str'>,office,company
3761482431,<type 'str'>,amenity,fast_food
3761482431,<type 'str'>,cuisine,chicken
3761482431,<type 'str'>,delivery,yes
3761482431,<type 'str'>,drive_through,no
3761482431,<type 'str'>,level,0
3761482431,<type 'str'>,name,KFC
3761482431,<type 'str'>,operator,KFC India
3761482431,<type 'str'>,takeaway,yes
3761482432,<type 'str'>,addr:city,Bangalore
3761482432,<type 'str'>,addr:housenumber,GF-01
3761482432,<type 'str'>,addr:postcode,560017
3761482432,<type 'str'>,addr:street,Kemp Fort Mall
3761482432,<type 'str'>,amenity,fast_food
3761482432,<type 'str'>,cuisine,burger
3761482432,<type 'str'>,delivery,yes
3761482432,<type 'str'>,drive_through,no
3761482432,<type 'str'>,name,McDonald's
3761482432,<type 'str'>,opening_hours,10:00-22:00
3761482432,<type 'str'>,operator,McDonald's India
3761482432,<type 'str'>,smoking,no
3761482432,<type 'str'>,takeaway,yes
3761487401,<type 'str'>,name,Neev Avantgarde
3761487401,<type 'str'>,office,company
3761490983,<type 'str'>,level,0
3761490983,<type 'str'>,name,Sweet Chariots
3761490983,<type 'str'>,shop,bakery
3761490984,<type 'str'>,amenity,bank
3761490984,<type 'str'>,level,0
3761490984,<type 'str'>,name,HDFC Bank
3761490985,<type 'str'>,craft,confectionery
3761490985,<type 'str'>,level,0
3761490985,<type 'str'>,name,Kanti Sweets
3761490986,<type 'str'>,amenity,post_office
3761490986,<type 'str'>,level,0
3761490986,<type 'str'>,name,Blue Dart
3761490986,<type 'str'>,operator,DHL
3761493875,<type 'str'>,amenity,bar;pub;restaurant
3761493875,<type 'str'>,level,0
3761493875,<type 'str'>,name,Mandarin Hoysala Delux
3764841724,<type 'str'>,man_made,water_tower
3765310519,<type 'str'>,artwork_type,bust
3765310519,<type 'str'>,height,8
3765310519,<type 'str'>,min_height,4
3765310519,<type 'str'>,name,Dr. Rajkumar
3765310519,<type 'str'>,tourism,artwork
3765310520,<type 'str'>,artwork_type,statue
3765310520,<type 'str'>,height,8
3765310520,<type 'str'>,min_height,5
3765310520,<type 'str'>,name,Rastra Kavi Kuvempu
3765310520,<type 'str'>,tourism,artwork
3768476023,<type 'str'>,natural,tree
3768476024,<type 'str'>,natural,tree
3768476026,<type 'str'>,natural,tree
3768476028,<type 'str'>,natural,tree
3768495112,<type 'str'>,artwork_type,statue
3768495112,<type 'str'>,height,7
3768495112,<type 'str'>,min_height,4
3768495112,<type 'str'>,name,Bharat Ratna Sir M Vishvesvaraya
3768495112,<type 'unicode'>,name:kn,ಭಾರತ ರತ್ನ ಸರ್ ಎಮ್ ವಿಶ್ವೇಶ್ವರಯ್ಯ
3768495112,<type 'str'>,tourism,artwork
3769905375,<type 'str'>,name,Classic Men's Parlour
3769905375,<type 'str'>,shop,hairdresser
3769908094,<type 'str'>,name,S P Enterprises
3769908094,<type 'str'>,shop,copyshop
3770042839,<type 'str'>,natural,tree
3771374125,<type 'str'>,amenity,cafe
3771374125,<type 'str'>,name,Food Court
3771374125,<type 'str'>,opening_hours,Jan-Dec: Mo-Su 08:00-22:00
3771990411,<type 'str'>,name,Belure Ambedkar Nagar
3771990411,<type 'str'>,place,hamlet
3771990696,<type 'str'>,barrier,gate
3771995983,<type 'str'>,junction,yes
3771995983,<type 'str'>,name,Kadubeesanahalli Underpass
3772206672,<type 'str'>,name,Belur Nagasandra
3772206672,<type 'str'>,place,neighbourhood
3772206673,<type 'str'>,name,Challaghatta
3772206673,<type 'unicode'>,name:kn,ಚಲ್ಲಘಟ್ಟ
3772206673,<type 'str'>,place,suburb
3772206674,<type 'str'>,name,Kariyammana Agrahara
3772206674,<type 'unicode'>,name:kn,ಕರಿಯಮ್ಮ ಅಗ್ರಹರ
3772206674,<type 'str'>,place,neighbourhood
3772207461,<type 'str'>,highway,bus_stop
3772207461,<type 'str'>,name,Wind Tunnel Road
3772207461,<type 'str'>,wheelchair,limited
3772207462,<type 'str'>,highway,bus_stop
3772207462,<type 'str'>,name,Wind Tunnel Road
3772208370,<type 'str'>,highway,bus_stop
3772208370,<type 'str'>,name,Belur Nagasandra
3773028057,<type 'str'>,addr:city,Bengaluru
3773028057,<type 'str'>,building,hospital
3773028057,<type 'str'>,name,HCG Cancer Hospital
3773028057,<type 'str'>,website,http://hcgoncology.com/
3773028984,<type 'str'>,addr:city,Bengaluru
3773028984,<type 'str'>,addr:street,Lalbagh Road
3773028984,<type 'str'>,name,Jayalakshmi Bakery
3773028984,<type 'str'>,shop,bakery
3776717263,<type 'str'>,amenity,atm
3776717263,<type 'str'>,name,Punjab National Bank
3776842371,<type 'str'>,barrier,gate
3776842371,<type 'str'>,name,HAL Cargo Complex
3776848082,<type 'str'>,barrier,gate
3776848082,<type 'str'>,name,National Flight Center
3776848088,<type 'str'>,barrier,gate
3776848090,<type 'str'>,barrier,gate
3776848091,<type 'str'>,barrier,gate
3776848091,<type 'str'>,name,HAL Overhaul Division
3776848092,<type 'str'>,barrier,gate
3776848092,<type 'str'>,name,HAL Foundry and Forge Division
3776968890,<type 'str'>,barrier,gate
3776968890,<type 'str'>,name,LCA - Tejas Division
3778299724,<type 'str'>,name,Adwaith Hyudai
3778299724,<type 'str'>,shop,car
3778299725,<type 'str'>,name,Adwaith Hyudai
3778299725,<type 'str'>,shop,car_repair
3778335490,<type 'str'>,amenity,bar;pub;restaurant
3778335490,<type 'str'>,name,Chez Nous
3778335491,<type 'str'>,amenity,restaurant
3778335491,<type 'str'>,name,Blue Terrain
3778335492,<type 'str'>,amenity,restaurant
3778335492,<type 'str'>,name,The Square
3778335493,<type 'str'>,amenity,bar;pub;restaurant
3778335493,<type 'str'>,name,The Hub
3778342761,<type 'str'>,name,Delice
3778342761,<type 'str'>,shop,bakery
3778343155,<type 'str'>,barrier,gate
3778444769,<type 'str'>,name,Courtyard
3778444769,<type 'str'>,operator,Marriott
3778444769,<type 'str'>,tourism,hotel
3778444770,<type 'str'>,name,Fairfield
3778444770,<type 'str'>,operator,Marriott
3778444770,<type 'str'>,tourism,hotel
3778460853,<type 'str'>,highway,bus_stop
3778460853,<type 'str'>,name,HAL Kalyanamantapa
3778460853,<type 'str'>,wheelchair,limited
3778483484,<type 'str'>,barrier,gate
3778483484,<type 'str'>,name,26 Equipment Depot
3779509364,<type 'str'>,highway,bus_stop
3779509364,<type 'str'>,name,Bellandur Bus Stop
3779509364,<type 'unicode'>,name:kn,ಬೆಳ್ಳಂದೂರು
3779510730,<type 'str'>,barrier,gate
3779510730,<type 'str'>,name,Mirage Sports Complex
3780767725,<type 'str'>,barrier,bollard
3780767725,<type 'str'>,bicycle,no
3780767725,<type 'str'>,foot,yes
3780770879,<type 'str'>,natural,tree
3780780965,<type 'str'>,amenity,atm
3780780965,<type 'str'>,name,ICICI
3780780966,<type 'str'>,amenity,restaurant
3780780966,<type 'str'>,name,Punjabi Bites
3780862749,<type 'str'>,amenity,restaurant
3780862749,<type 'str'>,name,Good Food
3780862750,<type 'str'>,name,Biblical Literature Services
3780862750,<type 'str'>,note,"books, CDs"
3780862750,<type 'str'>,office,educational_institution
3780863426,<type 'str'>,amenity,bank
3780863426,<type 'str'>,atm,yes
3780863426,<type 'str'>,level,0
3780863426,<type 'str'>,name,Syndicate Bank
3780863427,<type 'str'>,level,1
3780863427,<type 'str'>,name,Jspiders
3780863427,<type 'str'>,office,educational_institution
3780866823,<type 'str'>,amenity,place_of_worship
3780866823,<type 'str'>,level,2
3780866823,<type 'str'>,name,Reapers of Christ Church
3780866823,<type 'str'>,religion,christian
3780895950,<type 'str'>,highway,traffic_signals
3780895951,<type 'str'>,highway,traffic_signals
3780939335,<type 'str'>,name,Karthik's delicious Parlour
3780939335,<type 'str'>,shop,dairy
3780939336,<type 'str'>,name,Tiny Bees
3780939336,<type 'str'>,shop,clothes_for_children
3780945462,<type 'str'>,amenity,car_rental
3780945462,<type 'str'>,level,0
3780945462,<type 'str'>,name,India Cabs
3780945463,<type 'str'>,level,0
3780945463,<type 'str'>,name,TyreTec
3780945463,<type 'str'>,shop,tyres
3781001372,<type 'str'>,name,India Motors
3781001372,<type 'str'>,shop,car
3781004947,<type 'str'>,name,Manipal Global Education Services
3781004947,<type 'str'>,office,educational_institution
3781835028,<type 'str'>,natural,tree
3782893189,<type 'str'>,amenity,bar;pub;restaurant
3782893189,<type 'str'>,name,1522
3782893227,<type 'str'>,name,Praxis Inc
3782893227,<type 'str'>,office,architect
3782900857,<type 'str'>,amenity,restaurant
3782900857,<type 'str'>,cuisine,PUNJABI
3782900857,<type 'str'>,level,1
3782900857,<type 'str'>,name,Mast Kalandar
3782900857,<type 'unicode'>,name:kn,ಮಸ್ತ್ ಕಲಂದರ್
3782900857,<type 'str'>,opening_hours,12:00-23:00
3782900857,<type 'str'>,smoking,no
3782900857,<type 'str'>,takeaway,yes
3783556814,<type 'str'>,amenity,restaurant
3783556814,<type 'str'>,delivery,no
3783556814,<type 'str'>,level,-1
3783575237,<type 'str'>,barrier,gate
3783575240,<type 'str'>,barrier,gate
3783575241,<type 'str'>,barrier,gate
3783575242,<type 'str'>,barrier,gate
3783577935,<type 'str'>,name,ZoomCars
3783577935,<type 'str'>,office,company
3784933467,<type 'str'>,name,MDB Technologies Pvt Ltd
3784933467,<type 'str'>,office,it
3784933468,<type 'str'>,name,xactly
3784933468,<type 'str'>,office,it
3784933470,<type 'str'>,name,GEO Semiconductors
3784933470,<type 'str'>,office,it
3784933471,<type 'str'>,name,Operative
3784933471,<type 'str'>,office,it
3784933472,<type 'str'>,name,Overture
3784933472,<type 'str'>,office,it
3785881930,<type 'str'>,level,4
3785881930,<type 'str'>,name,HDFC Life
3785881930,<type 'str'>,office,insurance
3785881931,<type 'str'>,amenity,bank
3785881931,<type 'str'>,atm,yes
3785881931,<type 'str'>,level,0
3785881931,<type 'str'>,name,Axis Bank
3785881931,<type 'unicode'>,name:kn,ಅಕ್ಸಿಸ್ ಬ್ಯಾಂಕ್
3785882542,<type 'str'>,level,3
3785882542,<type 'str'>,name,PA Consulting Group
3785882542,<type 'str'>,office,it
3785883596,<type 'str'>,level,2
3785883596,<type 'str'>,name,TIBCO
3785883596,<type 'str'>,office,it
3785884026,<type 'str'>,amenity,fast_food
3785884026,<type 'str'>,cuisine,"Tea,snacks"
3785884026,<type 'str'>,level,0
3785884026,<type 'str'>,name,Chai Point
3785884273,<type 'str'>,level,"3,4"
3785884273,<type 'str'>,name,Exeter Consulting
3785884273,<type 'str'>,office,it
3785884274,<type 'str'>,amenity,bank
3785884274,<type 'str'>,level,3
3785884274,<type 'str'>,name,Corporation Bank
3785884275,<type 'str'>,level,4
3785884275,<type 'str'>,name,Nitesh Estates
3785884275,<type 'str'>,office,estate_agent
3785884276,<type 'str'>,level,4
3785884276,<type 'str'>,name,Eli Lilly Asia Inc
3785884276,<type 'str'>,office,company
3785888700,<type 'str'>,level,0
3785888700,<type 'str'>,name,IBIDEN
3785888700,<type 'str'>,office,company
3785888701,<type 'str'>,level,"0,2"
3785888701,<type 'str'>,name,HDFC Mutual Fund
3785888701,<type 'str'>,office,financial
3785888702,<type 'str'>,level,1
3785888702,<type 'str'>,name,Birla Sun Life Mutual Fund
3785888702,<type 'str'>,office,financial
3785899857,<type 'str'>,level,4
3785899857,<type 'str'>,name,Avaya
3785899857,<type 'str'>,office,it
3785903421,<type 'str'>,name,Superior Group
3785903421,<type 'str'>,office,employment_agency
3785903457,<type 'str'>,name,Orbitz India Services Pvt Ltd.
3785903457,<type 'str'>,shop,travel_agency
3785903458,<type 'str'>,name,HDFC Securities
3785903458,<type 'str'>,office,financial
3785905427,<type 'str'>,amenity,bank
3785905427,<type 'str'>,atm,yes
3785905427,<type 'str'>,level,0
3785905427,<type 'str'>,name,State Bank of India
3785905787,<type 'str'>,level,1
3785905787,<type 'str'>,name,The New India Assurance Co. Ltd.
3785905787,<type 'str'>,office,insurance
3785906627,<type 'str'>,amenity,restaurant
3785906627,<type 'str'>,cuisine,indian
3785906627,<type 'str'>,level,1
3785906627,<type 'str'>,name,Caesars
3785910892,<type 'str'>,level,-1
3785910892,<type 'str'>,name,Western Union
3785910892,<type 'str'>,office,financial
3785911557,<type 'str'>,amenity,bank
3785911557,<type 'str'>,atm,yes
3785911557,<type 'str'>,level,0
3785911557,<type 'str'>,name,Tamil Nadu Marcantile Bank
3785911692,<type 'str'>,barrier,gate
3785996106,<type 'str'>,name,Avtec Ltd Power products Division
3785996106,<type 'str'>,office,company
3785996107,<type 'str'>,name,Byte Consulting (P) Ltd
3785996107,<type 'str'>,office,company
3785996108,<type 'str'>,name,Sridhar Homes Pvt Ltd.
3785996108,<type 'str'>,office,company
3785996109,<type 'str'>,level,3
3785996109,<type 'str'>,name,Ogilvy & Mather Pvt. Ltd.
3785996109,<type 'str'>,office,company
3785996110,<type 'str'>,level,4
3785996110,<type 'str'>,name,Meridian Communications Pvt Ltd.
3785996110,<type 'str'>,office,company
3785996111,<type 'str'>,name,Wilkinson Sword India Ltd.
3785996111,<type 'str'>,office,company
3785996112,<type 'str'>,name,Dempo Group of Companies
3785996112,<type 'str'>,office,company
3785996113,<type 'str'>,level,7
3785996113,<type 'str'>,name,Millward Brown Market Research Services India Pvt. Ltd
3785996113,<type 'str'>,office,company
3785997823,<type 'str'>,level,"6,7"
3785997823,<type 'str'>,name,Karnataka Electricity Regulatory Commission
3785997823,<type 'str'>,office,government
3785998690,<type 'str'>,level,1
3785998690,<type 'str'>,name,Reckitt Benckiser
3785998690,<type 'str'>,office,company
3785998701,<type 'str'>,level,5
3785998701,<type 'str'>,name,Impelsys India Pvt Ltd
3785998701,<type 'str'>,office,company
3786002836,<type 'str'>,name,BSA
3786002836,<type 'str'>,shop,bicycle
3786002837,<type 'str'>,name,Live In Jeans
3786002837,<type 'str'>,shop,clothes
3786066013,<type 'str'>,addr:city,Koramangala
3786066013,<type 'str'>,addr:housenumber,71/72
3786066013,<type 'str'>,addr:postcode,560095
3786066013,<type 'str'>,addr:street,Jyothi Nivas College Road
3786066013,<type 'str'>,name,Concept2Silicon Systems PVT Ltd
3787802863,<type 'str'>,addr:city,Bangalore
3787802863,<type 'str'>,addr:housenumber,Sai Ram Deluxe PG
3787802863,<type 'str'>,addr:postcode,560076
3787802863,<type 'str'>,addr:street,16th Main
3787802863,<type 'str'>,name,Sai Ram Deluxe PG
3788574607,<type 'str'>,name,Arrow Electronics Pvt Ltd
3788574607,<type 'str'>,office,company
3788574611,<type 'str'>,building,kindergarten
3788574611,<type 'str'>,level,0
3788574611,<type 'str'>,name,Golden Bead Montessory School
3788575294,<type 'str'>,level,2
3788575294,<type 'str'>,name,Last Mile Consultants Technology Solutions Pvt Ltd
3788575294,<type 'str'>,office,company
3788576657,<type 'str'>,level,"0,1"
3788576657,<type 'str'>,name,Shankar Mahadevan Academy
3788576657,<type 'str'>,office,company
3788576658,<type 'str'>,level,1
3788576658,<type 'str'>,name,ColoodOn
3788576658,<type 'str'>,office,company
3788578445,<type 'str'>,barrier,gate
3788578445,<type 'str'>,name,BSO (South)
3791090458,<type 'str'>,name,Krsna
3791464519,<type 'str'>,addr:city,Bangalore
3791464519,<type 'str'>,addr:postcode,560076
3791464519,<type 'str'>,addr:street,Bannerghatta Road
3791464519,<type 'str'>,building,public
3791464519,<type 'str'>,building:levels,2
3791464519,<type 'str'>,name,Zerodha
3797601044,<type 'str'>,name,Quest Software
3797601044,<type 'str'>,office,it
3797601851,<type 'str'>,name,Emtec
3797601851,<type 'str'>,office,it
3797601852,<type 'str'>,name,pnb Housing
3797601852,<type 'str'>,shop,money_lender
3797602677,<type 'str'>,name,eMudhra
3797602677,<type 'str'>,office,it
3797602678,<type 'str'>,name,applexus
3797602678,<type 'str'>,office,it
3797607665,<type 'str'>,name,Tata Motors Concorde
3797607665,<type 'str'>,shop,car
3797611901,<type 'str'>,access,permissive
3797611901,<type 'str'>,amenity,parking
3797611901,<type 'str'>,fee,no
3797611901,<type 'str'>,name,Car Parking
3797611901,<type 'str'>,parking,lane
3797611901,<type 'str'>,supervised,no
3797611957,<type 'str'>,amenity,motorcycle_parking
3797616140,<type 'str'>,name,@Walmart Labs
3797616140,<type 'str'>,office,it
3797616141,<type 'str'>,name,applied micro
3797616141,<type 'str'>,office,it
3797616142,<type 'str'>,name,Century Link
3797616142,<type 'str'>,office,it
3797616143,<type 'str'>,name,Stoke Networks Pvt Ltd
3797616143,<type 'str'>,office,it
3797617070,<type 'str'>,name,Altiux Innovations Pvt Ltd
3797617070,<type 'str'>,office,it
3797621208,<type 'str'>,addr:street,Old Airport Road
3797621208,<type 'str'>,name,Intel Technology India Private Limited
3797621208,<type 'str'>,office,it
3797621209,<type 'str'>,name,Inter Call
3797621209,<type 'str'>,office,it
3797621210,<type 'str'>,name,GKN Aerospace
3797621210,<type 'str'>,office,it
3797621211,<type 'str'>,name,AmiCorp Management India Pvt Ltd
3797621211,<type 'str'>,office,it
3797621212,<type 'str'>,name,Fair Isaac India Software Pvt Ltd;FICO
3797621212,<type 'str'>,office,it
3797621547,<type 'str'>,name,CA Technologies Pvt Ltd
3797621547,<type 'str'>,office,it
3797621964,<type 'str'>,name,Hyder Consulting
3797621964,<type 'str'>,office,it
3797621999,<type 'str'>,name,Amber Road Software Pvt Ltd
3797621999,<type 'str'>,office,it
3798927552,<type 'str'>,level,4
3798927552,<type 'str'>,name,Cachematrix Integrations Pvt Ltd
3798927552,<type 'str'>,office,it
3800281856,<type 'str'>,amenity,restaurant
3800281856,<type 'str'>,name,Shanti Sagar
3800281856,<type 'str'>,name:en,New Shanthi Sagar
3800295641,<type 'str'>,entrance,yes
3800295642,<type 'str'>,entrance,exit
3800317221,<type 'str'>,barrier,toll_booth
3800317221,<type 'str'>,name,Toll booth
3801688125,<type 'str'>,highway,traffic_signals
3801688126,<type 'str'>,highway,traffic_signals
3801692790,<type 'str'>,highway,traffic_signals
3801692790,<type 'str'>,name,Sony World Signal
3801692790,<type 'unicode'>,name:kn,ಸೋನಿ ವರ್ಲ್ಡ್ ಸಿಗ್ನಲ್
3801694532,<type 'str'>,amenity,toilets
3801694532,<type 'str'>,operator,Sulabh International
3801704933,<type 'str'>,name,Pantaloon
3801704933,<type 'str'>,shop,clothes
3801705351,<type 'str'>,amenity,restaurant
3801705351,<type 'str'>,name,Bakasur
3801706348,<type 'str'>,craft,brewery
3801706348,<type 'str'>,level,3
3801706348,<type 'str'>,name,Barleyz
3801706349,<type 'str'>,amenity,cafe
3801706349,<type 'str'>,level,2
3801706349,<type 'str'>,name,Barleyz
3803102819,<type 'str'>,craft,confectionery
3803102819,<type 'str'>,level,0
3803102819,<type 'str'>,name,Banchharam Sweets
3803102820,<type 'str'>,amenity,restaurant
3803102820,<type 'str'>,name,Satis Tiffins
3803102820,<type 'str'>,wheelchair,no
3803124367,<type 'str'>,level,"1,2,3"
3803124367,<type 'str'>,name,Nissi Ladies PG
3803124367,<type 'str'>,tourism,hostel
3803135741,<type 'str'>,level,1
3803135741,<type 'str'>,name,Manappuram Gold
3803135741,<type 'str'>,office,financial
3803137289,<type 'str'>,amenity,restaurant
3803137289,<type 'str'>,name,Devi Darshini
3803138550,<type 'str'>,building,school
3803138550,<type 'str'>,level,1
3803138550,<type 'str'>,name,Byrava Motor Driving School
3803138550,<type 'str'>,type,Driving
3803141155,<type 'str'>,access,private
3803141155,<type 'str'>,barrier,gate
3803141155,<type 'str'>,bicycle,private
3803141155,<type 'str'>,foot,private
3803141155,<type 'str'>,horse,no
3803141155,<type 'str'>,motor_vehicle,private
3803142909,<type 'str'>,name,Smartplay Technologies
3803142909,<type 'str'>,office,it
3803144668,<type 'str'>,amenity,Party Hall
3803144668,<type 'str'>,name,Khayal Banquet Hall
3803145799,<type 'str'>,name,CommonFloor
3803145799,<type 'str'>,office,it
3803149237,<type 'str'>,natural,tree
3803151155,<type 'str'>,name,Anugraha
3803151155,<type 'str'>,shop,travel_agency
3803166162,<type 'str'>,barrier,gate
3804478618,<type 'str'>,highway,bus_stop
3804478618,<type 'str'>,name,Iblur
3804478618,<type 'unicode'>,name:kn,ಇಬ್ಬಲೂರು
3804478619,<type 'str'>,highway,bus_stop
3804478619,<type 'str'>,name,Ibbaluru
3804478619,<type 'unicode'>,name:kn,ಇಬ್ಬಲೂರು
3804495706,<type 'str'>,amenity,parking
3804495707,<type 'str'>,amenity,bank
3804495707,<type 'str'>,level,0
3804495707,<type 'str'>,name,Punjab National Bank;pnb
3804502948,<type 'str'>,barrier,gate
3804502949,<type 'str'>,barrier,gate
3804505267,<type 'str'>,level,2
3804505267,<type 'str'>,name,Convate Consuntancy Pvt Ltd
3804505267,<type 'str'>,office,it
3804505581,<type 'str'>,level,"0,1"
3804505581,<type 'str'>,name,Dexler Information Solutions
3804505581,<type 'str'>,office,it
3804505582,<type 'str'>,level,0
3804505582,<type 'str'>,name,SAP
3804505582,<type 'str'>,office,it
3804506763,<type 'str'>,level,0
3804506763,<type 'str'>,name,Cheshire Homes Crafts
3804506763,<type 'str'>,shop,craft
3804507829,<type 'str'>,amenity,restaurant
3804507829,<type 'str'>,level,1
3804507829,<type 'str'>,name,Raju's Royal
3804507855,<type 'str'>,level,-1
3804507855,<type 'str'>,name,LIC
3804507855,<type 'str'>,office,insurance
3804507964,<type 'str'>,amenity,bank
3804507964,<type 'str'>,atm,yes
3804507964,<type 'str'>,level,0
3804507964,<type 'str'>,name,Corporation Bank
3804507964,<type 'unicode'>,name:kn,ಕಾರ್ಪರೇಷನ್ ಬ್ಯಾಂಕ್
3804514664,<type 'str'>,level,"0,1"
3804514664,<type 'str'>,name,AIGA;Asian Institute of Gaming and Animation
